system,rank,power,rmax,efficiency,year,month,list_rank
"Roadrunner - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband",1,2483.47,1105000.0,444.94195621449023,2009,6,33
Jaguar - Cray XT5 QC 2.3 GHz,2,6950.6,1059000.0,152.36094725635195,2009,6,33
JUGENE - Blue Gene/P Solution,3,2268.0,825500.0,363.9770723104056,2009,6,33
"Pleiades - SGI Altix ICE 8200EX, Xeon QC 3.0/2.66 GHz",4,2090.0,487005.0,233.01674641148324,2009,6,33
BlueGene/L - eServer Blue Gene Solution,5,2329.6,478200.0,205.2712912087912,2009,6,33
Blue Gene/P Solution,7,1260.0,458611.0,363.9769841269841,2009,6,33
"Ranger - SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband",8,2000.0,433200.0,216.6,2009,6,33
Dawn - Blue Gene/P Solution,9,1134.0,415700.0,366.5784832451499,2009,6,33
"JUROPA - Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation",10,1549.0,274800.0,177.40477727566173,2009,6,33
Franklin - Cray XT4 QuadCore 2.3 GHz,11,1150.0,266300.0,231.56521739130434,2009,6,33
Jaguar - Cray XT4 QuadCore 2.1 GHz,12,1580.71,205000.0,129.68855767345053,2009,6,33
"Red Storm - Sandia/ Cray Red Storm, XT3/4, 2.4/2.2 GHz dual/quad core",13,2506.0,204200.0,81.48443735035914,2009,6,33
Shaheen - Blue Gene/P Solution,14,504.0,185171.0,367.40277777777777,2009,6,33
"GPC - iDataPlex, Xeon E55xx QC 2.53 GHz, GigE",16,869.4,168600.0,193.92684610075915,2009,6,33
"Encanto - SGI Altix ICE 8200, Xeon quad core 3.0 GHz",17,861.63,133200.0,154.59071759339855,2009,6,33
"EKA - Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband",18,786.0,132800.0,168.95674300254453,2009,6,33
"Jade - SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",20,608.18,128400.0,211.12170738925977,2009,6,33
Athena - Cray XT4 QuadCore 2.3 GHz,21,888.82,125128.0,140.77991044305932,2009,6,33
Blue Gene/P Solution,24,315.0,116013.0,368.2952380952381,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",25,1329.7,115900.0,87.1625178611717,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",26,1329.7,115900.0,87.1625178611717,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",27,1288.69,115900.0,89.93629189331801,2009,6,33
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",29,442.0,106100.0,240.0452488687783,2009,6,33
"VIP - Power 575, p6 4.7 GHz, Infiniband",33,1073.99,98240.0,91.47198763489418,2009,6,33
Frontier2 BG/L - Blue Gene/P Solution,36,252.0,92960.0,368.8888888888889,2009,6,33
BGW - eServer Blue Gene Solution,37,448.0,91290.0,203.77232142857142,2009,6,33
Cray XT5 QC 2.3 GHz,39,588.9,90840.0,154.25369332654103,2009,6,33
"TSUBAME Grid Cluster with CompView TSUBASA - Sun Fire x4600/x6250, Opteron 2.4/2.6 GHz, Xeon E5440 2.833 GHz, ClearSpeed CSX600, nVidia GT200; Voltaire Infiniband",41,1103.0,87010.0,78.88485947416137,2009,6,33
"T2K Open Supercomputer (Todai Combined Cluster) - Hitachi Cluster Opteron QC 2.3 GHz, Myrinet 10G",42,638.6,82984.0,129.94675853429376,2009,6,33
New York Blue - eServer Blue Gene Solution,45,403.2,82161.0,203.77232142857144,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",46,859.19,78680.0,91.57462260966724,2009,6,33
"T2K Open Supercomputer - Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",47,671.8,77280.0,115.03423637987497,2009,6,33
Cray XT5 QC 2.3 GHz,48,481.0,76800.0,159.66735966735968,2009,6,33
Cray XT5/XT4 QC 2.3 GHz,49,520.8,76510.0,146.90860215053766,2009,6,33
ASC Purple - eServer pSeries p5 575 1.9 GHz,50,1992.96,75760.0,38.013808606294155,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",51,797.82,73060.0,91.5745406231982,2009,6,33
eServer Blue Gene Solution,52,358.4,73032.0,203.77232142857144,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",53,782.48,71656.0,91.5755035272467,2009,6,33
"MVS-100K - Cluster Platform 3000 BL460c/BL2x220, Xeon 54xx 3 Ghz, Infiniband",54,327.0,71280.0,217.9816513761468,2009,6,33
"Cerrillos - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband",61,138.0,63250.0,458.3333333333333,2009,6,33
"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband",62,138.0,63250.0,458.3333333333333,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",63,675.08,61820.7,91.5753688451739,2009,6,33
"bluefire - Power 575, p6 4.7 GHz, Infiniband",64,649.51,59684.1,91.89096395744484,2009,6,33
"Plasma Simulator - Hitachi SR16000 Model L2, Power6 4.7Ghz, Infiniband",65,645.0,56650.0,87.82945736434108,2009,6,33
HLRB-II - Altix 4700 1.6 GHz,66,990.24,56520.0,57.07707222491517,2009,6,33
Jade - Cray XT4 QuadCore 2.1 GHz,67,418.97,56250.0,134.2578227558059,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",72,572.79,52810.0,92.19783864941776,2009,6,33
"UKMO B - Power 575, p6 4.7 GHz, Infiniband",73,562.6,51863.3,92.1850337717739,2009,6,33
"UKMO A - Power 575, p6 4.7 GHz, Infiniband",74,562.6,51863.3,92.1850337717739,2009,6,33
"Baku - NEC HPC 140Rb-1 Cluster, Xeon X5560 2.8Ghz, Infiniband",77,186.0,50790.0,273.06451612903226,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",79,531.88,48932.7,91.99951116793261,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",80,531.88,48932.7,91.99951116793261,2009,6,33
"SKIF MSU - T-Platforms T60, Intel Quadcore 3Mhz, Infiniband DDR",82,265.0,47170.0,178.0,2009,6,33
Blue Gene/P Solution,84,126.0,46830.0,371.6666666666667,2009,6,33
Blue Gene/P Solution,85,126.0,46830.0,371.6666666666667,2009,6,33
Genius - Blue Gene/P Solution,86,126.0,46830.0,371.6666666666667,2009,6,33
"Akka - BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, IB, Windows HPC 2008/CentOS",88,173.21,46040.0,265.8045147508804,2009,6,33
"Palmetto - PowerEdge 1950/SunFire X2200 Cluster Intel 53xx/54xx 2.33Ghz, Opteron 2.3 Ghz, Myrinet 10G",89,285.0,45610.0,160.03508771929825,2009,6,33
Cray XT4 QuadCore 2.3 GHz,98,274.73,40590.0,147.74505878498888,2009,6,33
"Discover - iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",101,143.64,38990.0,271.4424951267057,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",102,282.75,38790.0,137.18832891246683,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",103,282.75,38790.0,137.18832891246683,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",104,282.75,38790.0,137.18832891246683,2009,6,33
JUBL - eServer Blue Gene Solution,111,179.2,37330.0,208.31473214285717,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, Infiniband",117,162.49,36752.5,226.1831497322912,2009,6,33
Blue Gene/P Solution,124,94.5,35123.0,371.67195767195767,2009,6,33
"Discover - iDataPlex, Xeon QC 2.5 GHz, Infiniband",125,132.35,35078.1,265.04042312051376,2009,6,33
"ATLAS - Pyramid Cluster Xeon QC 32xx 2.4 GHz, GigEthernet",134,201.0,32800.0,163.18407960199005,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",151,212.06,31032.0,146.33594265773837,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",152,212.06,31032.0,146.33594265773837,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",153,212.06,31032.0,146.33594265773837,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",154,212.06,31032.0,146.33594265773837,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",165,510.61,29365.0,57.50964532617849,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",166,134.94,29323.1,217.30472802727138,2009,6,33
"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",167,109.44,29185.0,266.67580409356725,2009,6,33
"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",168,109.44,29185.0,266.67580409356725,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, GigEthernet",169,144.9,29092.5,200.77639751552795,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, GigEthernet",170,144.9,29092.5,200.77639751552795,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, GigEthernet",171,144.9,29092.5,200.77639751552795,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, GigEthernet",172,144.9,29092.5,200.77639751552795,2009,6,33
"BlueCrystal - xSeries x3450 Cluster Xeon quad core, 2.8 GHz, Infiniband",174,135.03,28775.0,213.10079241650004,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",177,194.39,28446.0,146.33468799835384,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",180,280.7,28306.6,100.84289276807979,2009,6,33
Stella - eServer Blue Gene Solution,188,134.4,27450.0,204.24107142857142,2009,6,33
"Jet - NOW Cluster - Intel Xeon 51xx/E54xx 2.8 Ghz, Infiniband",197,214.0,26730.0,124.90654205607477,2009,6,33
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",199,129.2,26690.0,206.57894736842107,2009,6,33
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",200,129.2,26690.0,206.57894736842107,2009,6,33
Cray XT5 QC 2.3 GHz,203,159.84,26310.0,164.6021021021021,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",204,342.19,26286.9,76.81960314445192,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",205,342.19,26286.9,76.81960314445192,2009,6,33
"SGI Altix ICE 8200EX, Xeon quad core 2.80 GHz",222,122.76,25110.0,204.54545454545453,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 53xx 2.33GHz, Infiniband",223,167.0,25080.0,150.17964071856287,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",226,266.1,24670.0,92.70950770387071,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",227,252.6,24670.0,97.66429136975455,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",228,204.8,24670.0,120.458984375,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",229,198.47,24670.0,124.30090189953141,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband",232,115.09,24527.3,213.11408462942043,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",237,420.62,24244.1,57.63896153297513,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",242,185.5,23616.4,127.31212938005392,2009,6,33
"iDataPlex, Xeon QC 3.0 GHz, Infiniband",244,115.13,23544.6,204.50447320420395,2009,6,33
Blue Gene/P Solution,245,63.0,23415.0,371.6666666666667,2009,6,33
Blue Gene/P Solution,246,63.0,23415.0,371.6666666666667,2009,6,33
Blue Gene/P Solution,247,63.0,23415.0,371.6666666666667,2009,6,33
New York Blue - Blue Gene/P Solution,248,63.0,23415.0,371.6666666666667,2009,6,33
Cray XT4 QuadCore 2.2 GHz,259,160.78,22930.0,142.61724095036695,2009,6,33
"iDataPlex, Xeon X55xx QC 2.93 GHz, Infiniband",267,85.5,22801.0,266.67836257309943,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, Infiniband",273,112.52,22348.4,198.6171347316033,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",275,172.5,22141.3,128.35536231884058,2009,6,33
"GRAPE-DR cluster - GRAPE-DR accelerator Cluster, Infiniband",277,51.2,21960.0,428.90625,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",287,278.4,21609.0,77.61853448275863,2009,6,33
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",288,349.3,21609.0,61.86372745490982,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.33 GHz, GigEthernet",289,232.76,21609.0,92.8381165148651,2009,6,33
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",290,311.8,21609.0,69.30404105195637,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.33 GHz, GigEthernet",291,225.05,21609.0,96.01866251944011,2009,6,33
"Mammouth-Serie II - Altix XE320 Cluster, Xeon 2.8Ghz, Infiniband",292,115.3,21600.0,187.33738074588032,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",293,227.68,21597.4,94.85857343640197,2009,6,33
eServer pSeries p5 575 1.9 GHz,295,161.98,21546.4,133.01889122113843,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",297,172.77,21459.0,124.20559124848063,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",298,172.77,21459.0,124.20559124848063,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, GigEthernet",299,172.77,21459.0,124.20559124848063,2009,6,33
"SGI Altix ICE 8200 Enhanced LX, Xeon X5560 quad core 2.8 GHz",308,84.17,21160.0,251.39598431745276,2009,6,33
"iDataPlex, Xeon QC 3.0 GHz, Infiniband",309,103.19,21104.0,204.51594146719643,2009,6,33
"iDataPlex, Xeon QC 3.0 GHz, Infiniband",310,103.19,21104.0,204.51594146719643,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",318,192.95,20693.0,107.24540036278829,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",319,192.95,20693.0,107.24540036278829,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",320,192.95,20693.0,107.24540036278829,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, GigEthernet",322,173.12,20609.8,119.0492144177449,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",329,159.95,20244.8,126.56955298530791,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",330,159.95,20244.8,126.56955298530791,2009,6,33
eServer pSeries p5 575 1.9 GHz,333,501.5,20070.0,40.019940179461614,2009,6,33
eServer pSeries p5 575 1.9 GHz,334,501.5,20070.0,40.019940179461614,2009,6,33
"xSeries x3550 Cluster Xeon QC, 2.333 GHz, GigEthernet",336,257.0,20031.2,77.94241245136188,2009,6,33
"xSeries x3550 Cluster, QC HT Xeon 2.66 GHz, Infiniband",337,135.5,20005.5,147.6420664206642,2009,6,33
"xSeries x3550 Cluster, QC HT Xeon 2.66 GHz, Infiniband",338,135.5,20005.5,147.6420664206642,2009,6,33
"xSeries x3550 Cluster Xeon QC HT, 2.5 GHz, GigEthernet",339,240.57,19984.1,83.06979257596541,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",340,244.12,19910.0,81.55825004096346,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",341,244.12,19910.0,81.55825004096346,2009,6,33
"xSeries x3550 Cluster Xeon, 3 GHz, Infiniband",342,193.44,19910.0,102.92597187758479,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",343,342.19,19790.7,57.83541307460768,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",344,342.19,19790.7,57.83541307460768,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",345,342.19,19790.7,57.83541307460768,2009,6,33
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",346,342.19,19790.7,57.83541307460768,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",347,373.8,19753.1,52.844034242910645,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",351,204.6,19558.3,95.59286412512219,2009,6,33
"UKMO C - Power 575, p6 4.7 GHz, Infiniband",352,204.6,19558.3,95.59286412512219,2009,6,33
"MPIE-CMCC - MEGWARE MiriQuid X5400 Cluster, Xeon 3GHz, Infiniband",355,85.0,19390.0,228.11764705882354,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, Infiniband",359,85.05,19237.7,226.1928277483833,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband",360,88.28,19183.3,217.30063434526505,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC 2.66 GHz, GigEthernet",365,145.3,19050.6,131.11218169304885,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",366,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",367,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",368,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",369,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",370,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",371,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",372,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",373,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",374,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",375,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",376,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",377,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",378,149.47,19030.0,127.31651836488928,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",379,149.47,19030.0,127.31651836488928,2009,6,33
"PowerEdge 1950, Xeon 51xx 3.06 GHz, Infinipath",385,330.0,18930.0,57.36363636363637,2009,6,33
"BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet",388,103.8,18794.7,181.06647398843933,2009,6,33
Blue Protein - eServer Blue Gene Solution,393,89.6,18665.0,208.31473214285717,2009,6,33
Frontier - eServer Blue Gene Solution,394,89.6,18665.0,208.31473214285717,2009,6,33
eServer Blue Gene Solution,395,89.6,18665.0,208.31473214285717,2009,6,33
KEK/BG Sakura - eServer Blue Gene Solution,396,89.6,18665.0,208.31473214285717,2009,6,33
KEK/BG MOMO - eServer Blue Gene Solution,397,89.6,18665.0,208.31473214285717,2009,6,33
eServer Blue Gene Solution,398,89.6,18665.0,208.31473214285717,2009,6,33
"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",399,467.0,18600.0,39.82869379014989,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",400,426.3,18600.0,43.63124560168895,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",401,426.3,18600.0,43.63124560168895,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",402,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",403,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",404,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",405,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",406,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",407,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",408,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",409,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",410,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",411,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",412,363.88,18600.0,51.115752445861276,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",413,366.18,18600.0,50.79469113550713,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",414,385.8,18600.0,48.211508553654745,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",415,385.8,18600.0,48.211508553654745,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",416,385.8,18600.0,48.211508553654745,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",417,338.2,18600.0,54.99704316972206,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet",418,381.78,18600.0,48.71915763004872,2009,6,33
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",419,395.61,18600.0,47.01600060665807,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",420,339.18,18600.0,54.838139041217055,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet",421,329.24,18600.0,56.493743166079454,2009,6,33
"BladeCenter QS22 Cluster, PowerXCell 8i 4.0 Ghz, Infiniband",422,34.63,18570.0,536.2402541149293,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",423,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",424,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",425,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",426,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",427,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",428,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",429,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",430,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",431,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",432,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",433,130.2,18548.8,142.46390168970814,2009,6,33
"iDataPlex, Xeon QC 2.5 GHz, GigEthernet",434,130.2,18548.8,142.46390168970814,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",436,152.07,18522.1,121.7998290261064,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",437,152.07,18522.1,121.7998290261064,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",438,152.07,18522.1,121.7998290261064,2009,6,33
"iDataPlex, Xeon QC 3.0 GHz, Infiniband",442,89.86,18376.3,204.4992210104607,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",443,142.49,18313.1,128.52200154396797,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 3 GHz, GigEthernet",444,142.49,18313.1,128.52200154396797,2009,6,33
"xSeries x3550 Cluster Xeon QC HT, 2.5 GHz, GigEthernet",451,219.72,18254.4,83.08028399781541,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.33 GHz, GigEthernet",452,171.03,18247.6,106.69239314740103,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.33 GHz, GigEthernet",453,171.03,18247.6,106.69239314740103,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.33 GHz, GigEthernet",454,171.03,18247.6,106.69239314740103,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, GigEthernet",456,152.7,18180.8,119.06221349050426,2009,6,33
"xSeries x3550 Cluster Xeon quad core 3.0 GHz, Infiniband",457,126.0,18089.1,143.56428571428572,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",458,207.0,18013.0,87.01932367149759,2009,6,33
"xSeries x3450 Cluster Xeon quad core, 3.0 GHz, GigEthernet",459,207.0,18013.0,87.01932367149759,2009,6,33
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",463,320.79,17874.0,55.71869447301973,2009,6,33
"xSeries x3650 Cluster Xeon dual core 2.66 GHz, GigEthernet",464,320.79,17874.0,55.71869447301973,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",468,342.6,17786.2,51.91535318155283,2009,6,33
"BladeCenter HS21 Cluster, Xeon dual core, 3.0 GHz, GigEthernet",469,342.6,17786.2,51.91535318155283,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, GigEthernet",471,149.0,17739.1,119.05436241610737,2009,6,33
"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, GigEthernet",472,149.0,17739.1,119.05436241610737,2009,6,33
"Power 575, p6 4.7 GHz, Infiniband",476,184.1,17602.5,95.6137968495383,2009,6,33
"Atipa Candor Cluster, Intel E5530 2.4 GHz, Myrinet 10G-MX",478,65.5,17540.0,267.78625954198475,2009,6,33
"Atipa Candor Cluster, Intel E5530 2.4 GHz, Myrinet 10G-MX",479,65.5,17540.0,267.78625954198475,2009,6,33
